Title,Artist,Year,Link
Cu,Emile Gilliéron,0,http://www.metmuseum.org/art/collection/search/813052
"""A Banker"" from Scenes from the Private and Public Life of Animals",J. J. Grandville|Charles Tamisier,1832,http://www.metmuseum.org/art/collection/search/813057
"""I took a note first, then two, then three, then a thousand..."" from Scenes from the Private and Public Life of Animals ","J. J. Grandville|Andrew, Best, Leloir",1832,http://www.metmuseum.org/art/collection/search/813059
"""Good evening then, my friend Lecteur..."" from Scenes from the Private and Publique Life of Animals",Louis-Henri Brevière|J. J. Grandville,1832,http://www.metmuseum.org/art/collection/search/813061
"""... and soon formed a fantastic round"" from Scenes from the Private and Public Life of Animals ","Andrew, Best, Leloir|J. J. Grandville",1832,http://www.metmuseum.org/art/collection/search/813064
"""She posed herself as a superior owl, and was just a ridiculous owl"" from Scenes from the Private and Public Life of Animals",François Rouget|J. J. Grandville,1832,http://www.metmuseum.org/art/collection/search/813066
"""When he was sleeping in the sun..."" from Scenes from the Private and Public Life of Animals","Andrew, Best, Leloir|J. J. Grandville",1832,http://www.metmuseum.org/art/collection/search/813067
"""Old, broken, haggard, whimsical, yet good, yet dedicated, and domestic by temperament"" from Scenes from the Private and Public Life of Animals ",Charles Tamisier|J. J. Grandville,1832,http://www.metmuseum.org/art/collection/search/813069
"A couple walking, the woman at left wears a mask and carries a fan",Bernardino Curti,1630,http://www.metmuseum.org/art/collection/search/813070
"""Instead of all this..."" from Scenes from the Private and Public Life of Animals ","J. J. Grandville|Andrew, Best, Leloir",1832,http://www.metmuseum.org/art/collection/search/813072
"List and Placement of Vignettes, for The Complete Works of Béranger","Fournier & Perrotin|Anonymous, 19th century",1836,http://www.metmuseum.org/art/collection/search/813073
"""The Old Bachelor"" from The Complete Works of Béranger",J. J. Grandville|Fournier & Perrotin|César-Auguste Hébert|Louis-Henri Brevière,1836,http://www.metmuseum.org/art/collection/search/813074
"""The Gaulois and the Franks"" from The Complete Works of Béranger",Fournier & Perrotin|J. J. Grandville|J. Thompson,1836,http://www.metmuseum.org/art/collection/search/813077
"""Frétillon"" from The Complete Works of Béranger",J. Thompson|J. J. Grandville|Fournier & Perrotin,1836,http://www.metmuseum.org/art/collection/search/813082
"Allegory with enthroned woman in center, with a woman at left, a man at right, and a cherub on the floor holding a coat of arms with three towers",Antonino Grano|François Chiche,1700,http://www.metmuseum.org/art/collection/search/813083
"""Robin the Friend"" from The Complete Works of Béranger",Fournier & Perrotin|J. J. Grandville,1836,http://www.metmuseum.org/art/collection/search/813084
"""Praise of Capons""  from The Complete Works of Béranger","Lacoste, Paris|Fournier & Perrotin|J. J. Grandville",1836,http://www.metmuseum.org/art/collection/search/813086
"""The Big Orgy"" from The Complete Works of Béranger",Henry Isidore Chevauchet|J. J. Grandville|Fournier & Perrotin,1836,http://www.metmuseum.org/art/collection/search/813087
"Request of quality dogs"" from The Complete Works of Béranger",J. J. Grandville|Fournier & Perrotin|J. Thompson,1836,http://www.metmuseum.org/art/collection/search/813089
"""The Boxers"" from The Complete Works of Béranger",J. J. Grandville|J. Thompson|Fournier & Perrotin,1836,http://www.metmuseum.org/art/collection/search/813090
"""The Third Husband"" from The Complete Works of Béranger",J. J. Grandville|Fournier & Perrotin,1836,http://www.metmuseum.org/art/collection/search/813092
"""Old clothes, old military stripes"" from The Complete Works of Béranger",J. Thompson|Fournier & Perrotin|J. J. Grandville,1836,http://www.metmuseum.org/art/collection/search/813093
Reproduction of a Vase from Isopata,E. Gilliéron,0,http://www.metmuseum.org/art/collection/search/813094
"""The Female Cat"" from The Complete Works of Béranger",J. Thompson|Fournier & Perrotin|J. J. Grandville,1836,http://www.metmuseum.org/art/collection/search/813095
"""My cure"" from The Complete Works of Béranger","J. J. Grandville|Fournier & Perrotin|Lacoste, Paris",1836,http://www.metmuseum.org/art/collection/search/813096
The Death of Saint Andrea Avellino in the presence of Saint Aloysius Gonzaga and Saint Stanislaus Kostka,Giambettino Cignaroli|Saint Stanislaus Kostka|Saint Andrea Avellino|Saint Aloysius Gonzaga|Joseph Wagner,1725,http://www.metmuseum.org/art/collection/search/813097
"""The Neighbor"" from The Complete Works of Béranger",Fournier & Perrotin|J. J. Grandville|J. Thompson,1836,http://www.metmuseum.org/art/collection/search/813098
"Saint Aloysius Gonzaga holding a crucifix, with an angel holding a crown at left",Giambettino Cignaroli|Joseph Wagner|Saint Aloysius Gonzaga,1725,http://www.metmuseum.org/art/collection/search/813099
Saint Stanislaus Kostka holding the Christ child in his arms,Saint Stanislaus Kostka|Joseph Wagner|Giambettino Cignaroli,1725,http://www.metmuseum.org/art/collection/search/813100
"Virgin and Child, with the Christ child sleeping in her arms (Le Somiel de Jesus)",Franz Gabriel Fiesinger|Carlo Cignani,1743,http://www.metmuseum.org/art/collection/search/813103
Head of a Young Woman,Carlo Cignani|Francesco Polanzani,1720,http://www.metmuseum.org/art/collection/search/813107
Virgin and Child seated on clouds with Saint Philip Neri at left,Giuseppe Canale|Carlo Cignani,1715,http://www.metmuseum.org/art/collection/search/813108
The Nativity,George Farington|John Boydell|Jean Baptiste Michel|Carlo Cignani,1780,http://www.metmuseum.org/art/collection/search/813109
"""The Bell Ringer"" from The Complete Works of Béranger",J. Thompson|Fournier & Perrotin|J. J. Grandville,1836,http://www.metmuseum.org/art/collection/search/813129
"""The Double Hunt"" from The Complete Works of Béranger",Henry Isidore Chevauchet|J. J. Grandville|Fournier & Perrotin,1836,http://www.metmuseum.org/art/collection/search/813130
"Bessie Love from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813132
"""The Puppets"" from The Complete Works of Béranger",Fournier & Perrotin|J. J. Grandville|J. Thompson,1836,http://www.metmuseum.org/art/collection/search/813133
"Mae Marsh from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813134
"Vivian Martin from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813135
"Shirley Mason from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813136
"Doris May from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813137
"Mary McAlister from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813138
"Gertrude McCoy from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813139
"Mary Miles Minter (with headband) from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813140
"Mary Miles Minter from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813141
"Mae Murray from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813142
"Ann Murdock from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813143
"Mme. Nazimova from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813144
"Anna Q. Nilsson from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813145
"Mabel Normand from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813146
"Jane Novak from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813147
"Seena Oliver from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813148
"""The Beadle"" from The Complete Works of Béranger",Fournier & Perrotin|J. J. Grandville|Théodore Maurisset,1836,http://www.metmuseum.org/art/collection/search/813149
"""Jeannette"" from The Complete Works of Béranger",Fournier & Perrotin|J. J. Grandville|J. Thompson,1836,http://www.metmuseum.org/art/collection/search/813150
"""The Opinion of these Ladies"" from The Complete Works of Béranger",Fournier & Perrotin|J. J. Grandville,1836,http://www.metmuseum.org/art/collection/search/813151
"""The Old Minstrel"" from The Complete Works of Béranger",J. J. Grandville|Fournier & Perrotin|J. Thompson,1836,http://www.metmuseum.org/art/collection/search/813152
"""The Two Sisters of Charity"" from The Complete Works of Béranger",Fournier & Perrotin|Louis-Henri Brevière|J. J. Grandville|César-Auguste Hébert,1836,http://www.metmuseum.org/art/collection/search/813153
"""The Marquis of Carabas"" from The Complete Works of Béranger",Louis-Henri Brevière|J. J. Grandville|Fournier & Perrotin,1836,http://www.metmuseum.org/art/collection/search/813154
"""Clown"" from The Complete Works of Béranger",Fournier & Perrotin|J. J. Grandville|J. Thompson,1836,http://www.metmuseum.org/art/collection/search/813155
"""My Coat"" from The Complete Works of Béranger",J. Thompson|J. J. Grandville|Fournier & Perrotin,1836,http://www.metmuseum.org/art/collection/search/813156
"""The Barbaric Holy Alliance"" from The Complete Works of Béranger",Fournier & Perrotin|J. J. Grandville|Auguste Raffet,1836,http://www.metmuseum.org/art/collection/search/813157
"""The Wedding Night"" from The Complete Works of Béranger",Fournier & Perrotin|Cherrier|J. J. Grandville,1836,http://www.metmuseum.org/art/collection/search/813158
"[Floats with the Arms of Barcelona; Diorama Animado, Barcelona; Carriage and Four Riders]",Unknown|Unknown,1895,http://www.metmuseum.org/art/collection/search/813159
"""The Capuchins"" from The Complete Works of Béranger",J. J. Grandville|J. Thompson|Fournier & Perrotin,1836,http://www.metmuseum.org/art/collection/search/813160
"Album 536, Page 37",,1917,http://www.metmuseum.org/art/collection/search/813162
"Marie Osborne from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813163
"Baby Marie Osborne from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813164
"Virginia Pearson from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813165
"Ann Pennington from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813166
"Ann Pennington from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813167
"Virginia Pearson from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813168
"Mary Pickford from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813169
"Mary Pickford from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813170
"Dorothy Phillips from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813171
"Arlene Pretty from Kromo Gravure ""Leading Moving Picture Stars"" (W623)","Kromo Gravure Photo Company, Detroit, Michigan",1917,http://www.metmuseum.org/art/collection/search/813172
